Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2021-07-20,NK1,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy
2021-07-20,NK1,Female,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,Same
2021-07-20,NK1,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Same,Less,Less,Less,Less,Don't know/Don't buy,Less,Same
2021-07-20,NK1,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Same,Less,Don't know/Don't buy,Less,Less,Less,Less
2021-07-20,NK1,Female,Millennials,Student ,Low Income,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Same,Less,Less,Less,Less,Same
2021-07-20,NK1,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Same
2021-07-20,NK1,Male,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2021-07-20,NK1,Male,Baby Boomers,Salaried employee,Middle Income,Same,Same,Same,More,Less,Same,Less,Less,Less,Less,Don't know/Don't buy,Same,More
2021-07-20,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Same
2021-07-20,NK1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Less,Less,Same
2021-07-20,NK1,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Less,Same,Same,Same
2021-07-20,NK1,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Male,Millennials,Business owner ,Low Income,More,More,Less,More,More,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Gen Z,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Same,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Gen Z,Unemployed,Low Income,More,More,More,More,More,More,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,More,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,More,Less,Less,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,More,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less
2021-07-20,T18,Male,Millennials,Business owner ,Middle Income,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Male,Millennials,Business owner ,Low Income,More,More,Less,Less,Less,More,More,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,More,More,More,More,Same,Same,Same,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Male,Millennials,Business owner ,Low Income,More,More,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,More,More,More,More,More,More,More,Same,Less,Less
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,More,More,More,More,More,Same,Same,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,More,More,More,More,More,More,More,Same,Same,Same,Same,Less,Less
2021-07-20,T18,Female,Millennials,Self employed/Contractor,Low Income,More,More,More,More,More,More,More,More,Same,Same,Same,Same,Same
2021-07-20,T18,Female,Millennials,Unemployed,Low Income,More,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Less
2021-07-20,T18,Male,Millennials,Business owner ,Middle Income,More,More,More,More,More,More,More,More,More,Less,Less,Less,Less
2021-07-20,T18,Female,Millennials,Self employed/Contractor,Low Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-07-20,T18,Female,Millennials,Business owner ,Low Income,More,More,More,More,More,More,More,More,More,More,More,Same,Same
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,More,More,More,Same,Same,Same,Same,Less,Less
2021-07-20,T18,Female,Millennials,Self employed/Contractor,Low Income,More,More,More,More,More,More,More,More,More,More,Same,Same,Same
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,More,More,More,More,More,More,Same,Same,Same
2021-07-20,T18,Female,Millennials,Business owner ,Low Income,More,More,More,More,More,More,Same,Same,Same,Same,Same,Same,Same
2021-07-20,T18,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,T18,Male,Gen Z,Student ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-07-20,T18,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More,More,More
2021-04-20,M1,Male,Millennials,Business owner,Low Income,More,More,Less,More,Less,Less,Same,Same,Same,Same,Same,Same,Same
2021-04-20,M1,Male,Millennials,Business owner,Low Income,Same,Same,Don't know/Don't buy,Less,Same,Less,Same,Less,Less,Less,Less,Same,Same
2021-04-20,M1,Female,Gen Z,Salaried employee,Low Income,More,More,Same,Same,Same,Less,Less,Same,Less,Less,Less,Same,More
2021-04-20,M1,Male,Millennials,Salaried employee,Low Income,More,More,More,More,Less,Less,Less,Less,Less,Less,Less,Less,More
2021-04-20,M1,Male,Gen X,Unemployed,Low Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,M1,Male,Millennials,Unemployed,Middle Income,More,More,More,More,Same,Less,Same,Same,More,Same,Same,Same,More
2021-04-20,M1,Female,Millennials,Unemployed,Low Income,Same,Same,Less,More,Same,Same,Less,Same,Less,Less,Same,Same,More
2021-04-20,M1,Male,Gen X,Salaried employee,High Income,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,M1,Female,Gen Z,Student ,Low Income,More,More,More,Same,Same,Less,Same,Same,Less,Less,Same,Same,Same
2021-04-20,M1,Male,Millennials,Self employed/Contractor,Low Income,More,More,More,More,More,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Same
2021-04-20,N1,Female,Millennials,Unemployed,Low Income,Less,Same,Same,Less,Same,Same,Same,Same,Less,Same,Same,Less,Less
2021-04-20,N1,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-04-20,N1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N1,Male,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Student ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Male,Gen Z,Student ,Low Income,Same,Less,Same,Same,Same,Same,Same,More,Same,Same,Same,More,More
2021-04-20,N1,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Male,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Less,Less,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Middle Income,Less,Same,More,Same,More,Same,More,Same,Same,Same,More,More,More
2021-04-20,N1,Male,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Male,Millennials,Student ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N1,Female,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N10,Female,Gen X,Salaried employee,Low Income,Same,Same,Less,Less,Less,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Less,Less,Less,Same
2021-04-20,N10,Male,Baby Boomers,Self employed/Contractor,High Income,Same,Same,Same,Same,Don't know/Don't buy,Less,Same,Same,Don't know/Don't buy,Less,Same,Less,More
2021-04-20,N10,Male,Millennials,Self employed/Contractor,Middle Income,More,More,Less,Same,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less,Less,Same
2021-04-20,N10,Female,Millennials,Salaried employee,Low Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Same,Don't know/Don't buy,More
2021-04-20,N10,Male,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Don't know/Don't buy,Same,Same,Less,More
2021-04-20,N10,Female,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Same,Less,More
2021-04-20,N10,Male,Gen X,Salaried employee,High Income,Same,Same,Same,More,Don't know/Don't buy,Less,Same,Same,Don't know/Don't buy,Less,Same,Less,More
2021-04-20,N10,Female,Millennials,Business owner,Low Income,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Same
2021-04-20,N10,Male,Millennials,Salaried employee,Low Income,Same,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,More
2021-04-20,N10,Female,Millennials,Business owner,Middle Income,More,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,More
2021-04-20,N11,Female,Millennials,Salaried employee,Middle Income,More,Same,More,Same,Same,Less,Same,Same,More,Same,Same,Same,More
2021-04-20,N11,Male,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,More,Same,Same,Same,More,Same,Same
2021-04-20,N11,Male,Millennials,Business owner,Middle Income,Same,More,Same,Less,More,Don't know/Don't buy,Same,More,Same,Same,Same,Same,Same
2021-04-20,N11,Male,Millennials,Business owner,Low Income,Same,More,Same,Same,More,Same,Same,More,Same,Same,More,Same,Same
2021-04-20,N11,Male,Millennials,Salaried employee,Low Income,More,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,More,Same,Same,Same,Same
2021-04-20,N11,Female,Millennials,Self employed/Contractor,Middle Income,Same,More,Same,Same,Same,More,Same,Same,Same,More,Same,Same,Same
2021-04-20,N11,Male,Millennials,Student ,Middle Income,Same,More,Same,More,Same,Don't know/Don't buy,Same,Same,Same,More,Same,Same,More
2021-04-20,N11,Male,Millennials,Salaried employee,Low Income,More,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Less,More
2021-04-20,N11,Male,Millennials,Self employed/Contractor,Middle Income,Same,Less,Same,More,Same,Same,Same,Same,Same,Less,Same,Less,Same
2021-04-20,N11,Female,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,More,More,More,More,More,Same,More,Less,More
2021-04-20,N11,Male,Millennials,Salaried employee,Middle Income,More,More,Same,More,Same,Less,Same,Same,More,Same,More,Same,Same
2021-04-20,N11,Male,Millennials,Business owner,Middle Income,Same,More,Same,Same,More,Same,More,Same,Same,Same,More,Same,More
2021-04-20,N11,Male,Baby Boomers,Salaried employee,Middle Income,Same,Same,Less,More,Same,More,Same,Same,Same,Same,More,Same,Same
2021-04-20,N11,Male,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,More,Same,Same,Same,More,Same,More,Same,Same
2021-04-20,N11,Male,Millennials,Salaried employee,Low Income,Same,More,Same,Same,More,Don't know/Don't buy,More,Same,Same,Same,Same,More,Same
2021-04-20,N12,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,More,Same,Less,More,More,Less,Less,More,Same,Same
2021-04-20,N12,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,More,More,More,Less,More,More,More
2021-04-20,N12,Female,Millennials,Unemployed,Low Income,Same,Same,More,Same,Less,Don't know/Don't buy,Same,Less,Less,Less,Less,Less,Less
2021-04-20,N12,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Less,Same,More
2021-04-20,N12,Female,Millennials,Self employed/Contractor,High Income,Same,Same,Same,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same
2021-04-20,N12,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N12,Male,Baby Boomers,Business owner,High Income,Same,More,Same,More,Less,Don't know/Don't buy,Less,Less,Less,Same,Less,Same,More
2021-04-20,N12,Male,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Same,Same
2021-04-20,N12,Male,Millennials,Student ,Low Income,Same,Less,Less,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Less,Same
2021-04-20,N12,Female,Gen X,Salaried employee,Middle Income,Less,Less,Less,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Less,Less,Same
2021-04-20,N12,Male,Millennials,Business owner,High Income,Same,Same,Same,Same,Same,Same,Less,Less,Less,Same,Less,Same,Same
2021-04-20,N12,Male,Millennials,Self employed/Contractor,Middle Income,Same,Less,Less,Same,Same,Less,Same,Less,More,Less,Less,Same,Same
2021-04-20,N12,Female,Gen X,Business owner,Middle Income,Same,Same,Same,Same,Less,Don't know/Don't buy,More,Same,Less,Less,More,More,More
2021-04-20,N13,Male,Millennials,Salaried employee,Middle Income,Same,Same,Less,Less,Less,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N13,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same
2021-04-20,N13,Male,Millennials,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N13,Female,Gen Z,Student ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same
2021-04-20,N13,Female,Gen Z,Student ,Middle Income,Less,Less,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N13,Female,Millennials,Student ,Middle Income,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N13,Male,Millennials,Unemployed,Low Income,More,More,Less,Same,Same,Less,Same,Same,Less,Less,Less,Same,Same
2021-04-20,N13,Male,Millennials,Salaried employee,Low Income,More,More,Same,Same,More,Less,Same,Same,Less,Less,Same,Same,Same
2021-04-20,N13,Female,Millennials,Unemployed,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N13,Female,Gen Z,Student ,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N14,Male,Millennials,Student ,Low Income,Same,Same,Same,Less,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2021-04-20,N14,Male,Gen X,Salaried employee,High Income,More,More,More,More,More,More,More,More,More,More,More,More,More
2021-04-20,N14,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Less
2021-04-20,N14,Male,Millennials,Self employed/Contractor,Low Income,Less,Less,Same,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Less
2021-04-20,N14,Male,Millennials,Self employed/Contractor,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2021-04-20,N14,Female,Gen X,Salaried employee,Middle Income,Same,Same,Same,More,More,Less,Same,Same,Less,Less,Same,Same,More
2021-04-20,N14,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2021-04-20,N14,Female,Baby Boomers,Stay-at-home mom or dad,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
2021-04-20,N14,Male,Millennials,Salaried employee,Middle Income,Same,Same,More,More,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Same,More
2021-04-20,N14,Male,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,More
2021-04-20,N14,Female,Millennials,Self employed/Contractor,Low Income,Same,Same,Less,Less,Less,Don't know/Don't buy,Less,Less,Less,Less,Same,Less,Less
2021-04-20,N14,Female,Millennials,Self employed/Contractor,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2021-04-20,N14,Female,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Less,Same,Same,Same
2021-04-20,N14,Male,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Less,Same
2021-04-20,N14,Female,Millennials,Salaried employee,Low Income,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Less,Less,Don't know/Don't buy,Less,Less,Less
